Views on political parties,My political views have change because we have this thing in our minds that the democrats are for the people.....well when i am being charged with a crime i never comitted it's..(IT'S WE THE PEOPLE VS. ME IN COURT....IT'S WE THE PEOPLE WHY WE ARE GIVEN LIFE SENTENCES...IT'S WE THE PEOPLE WHO DISREGARD GOD'S LAWS AND ALLOW ABORTION....IT'S WE THE PEOPLE WHO KEEP YOU ON PUBLIC ASSISTANCE AND HOMELESS....THOSE ARE YOUR DEMOCRATIC WE THE PEOPLE ....THE HELL WITH NANCY PELOSI....CORTEZ AND ANY OTHER SO CALLED DEMOCRAT.....THEIR THE PEOPLE AND WERE THE CANCER AS THEY SAY ....REPUBLICANS ARE WHAT WE NEED....JOBS ARE AVAILABLE AT A GOOD HOURLY WAGE ....THE HOMELESS ARE BEING HELPED....BORDER WALLS IS UP SO ILLEGALS CAN'T STARVE US PUTTING US BACK WHERE THE DEMOCRATS WANTS US......PRISON REFORM IS MAKING IT EASIER FOR LONG TERM OFFENDERS TO GET A SECOND CHANCE AT FREEDOM...ABORTION HAS BECOME SOMEWHAT ILLEGAL....WITH THAT SAID......... ......       .....GOD BLESS AMERICA
Views on political parties,"Im more concerned with the state of our econemy and worried that no matter who is in office ,they're going to screw us over on some level jyst to achieve there own agenda"
Education and more info,Living with people from different backgrounds have opened my eyes to a few of the real problems
Education and more info,"I wish to be more in the know, regarding my state, and country."
More interested,I have grown more interested in how our goverment works and wish to learn more
Views on politicians,Donalt trump in my oponion has alot of issues and he has made our country look bad .
Need for change in system,"Prison has shown me the extreme need for prison reform, and the only way to accomplish change is to be informed."
More interested,It has made me want to vote knowing that my one vote can make a difference in everyones life and future.
Views on politics,"My political view's changed because, I strongly believe that everyone has the right to freedom of speech, no matter what the out come is in your current life!
"
Views on politics,Yes
Views on politicians,I never thought about the impact of politics and how much they impact us intell trump started messing with our allies and getting away with so much just because he's president. Some poeple are above the law but i believe congress will file criminal chrages
"Personal life, including religion and race",Yes it has because I now can see how people of color get.treated compare to white folks not just in prison but outside as well
Not changed,No
Need for change in system,Because of the injustice in the justice system.
Need for change in system,There should be more programs for inmates that are released with no probation no parole. To make it as a productive member in sociaty.
Views on politicians,Too many presidents
I don't know or I don't feel talking about it,I just want to get some points to finish my movie.
Views on political parties,I like the republicans because the would rather have people paying taxes taking care of there family instead of wasting tax payers money living in prison
Education and more info,"Never really looked into. Being in prison has changed my views on life. Our living conditions are horrible n nasty. Our crime they just wanna send everyone to prison using court appointed lawyers. Gun residue, self-defense, better plea deals, clean the ciurt houses need to come back. U vote n no change for the low proverty people. I have a work n a decision that things need to change"
Experience related to prison or justice system,I dont feel being incarcerated has rights. They try to break our will and say were in jail.. like everyone knows were on our own and helpless.. they treat us like the amimal shelter and we hurt too
Education and more info,"My political views have changed since I have been incarcerated because through self-discovery into my own issues that lead me to prison & the recovery process, I have become very interested in the problems our country is faced with & solutions to these issues that involves all of us, especially the issues that involve crime & punishment. Many of these issues can be resolved in the rearing of our children. I had anger issues associated with a traumatic childhood & very dysfunctional parents. Mant times I sought help with authorities who turned a blind eye. My psychological & emotional issues lead me down the path of antisocial behavioral patterns. I was bullied, beaten & tormented for years by abusive parents. I understand why people who are damaged & hurting can be hurtful to others, wanting others to feel rhe pain & suffering they feel inside. This is a serious problem facing this country, not only from the innocent lives destroyed in our schools & neighborhoods but the social & economic issues facing this c"
More interested,I am more aware of what is going on
Not changed,N\A
Views on political parties,Yes in would vote democrat because they are talking about prison reform and such. Republicans are more for more walls and harsher charges. They dont have the same interest for the lower class and dont seem to care.
Not changed,No
Education and more info,"When I was a solider I believed in the system, since my incarceration I have come across alot of wrong"
Experience related to prison or justice system,"I have matured and seen from a different angle the treatment that those who are incarcerated face. People out there think that for petty crimes the offender should serve prison time, not knowing the full extent of what a prison sentence would do to a person for any period of time."
Education and more info,Its gives me another view on how this world really means alot not only that when im gone i wannt my kids to be albe to live life without having to worry about certain things or there skin color
More interested,"The value of my rights and moral objectives have been raised, how I affect the community and how it can me is of the greatest importance. My voice in prison does not matter to anyone but myself but it should not be that way. We all matter and we all need the oppertunity to contribute our voice."
Need for change in system,"Ive spent 18years out of 41 behind bars. My civics ed. Began wit lewinsky, and i thought it was cool. I didnt understand the setup part, the backstabbing, back biting, philabustering opposition to itself, within itself that the political arena is. It has become a.joke to me. I am desensitized to it. I realize now that judges are not beyond reproach, and adultery is not a presidents privacy concern."
Views on politics,Yes cause i feel non violent or drug offenders get too lenghty a sentence
Education and more info,I am more citical on my opions and my views.
Views on politics,They choose who their going to put in office no matter what look at Trump and the ObamaNation.
"Personal life, including religion and race","[Yes] Cuando era joven pensaba diferente, que atora que soy un adulto"
Not changed,[No]
Need for change in system,They r not helping the crimal people r non violent people
Need for change in system,Does nothing for people in prison
More interested,Yes ...there is so many smart and intelligent prisoners that would like a chance to vote or even give an opinion to any political questions
I don't know or I don't feel talking about it,Ok
Education and more info,Because i now know more
Need for change in system,Yes cause i feel non violent or drug offenders get too lenghty a sentence
Not changed,No
More interested,I never paid attention to laws or politics until it directly effected me.
Need for change in system,I din'nt know the corruption that the government performed to the citizens before
I don't know or I don't feel talking about it,I don't have a direct answer
Need for change in system,I believe there should be better laws for specfic charges and laws because people are getting too much time for their crime that doesnt make sense
Views on politics,Greatly
Need for change in system,I think michigan needs so.e reform on its sentencing and treatment of MDOC prisoners
Education and more info,I tend to be more open-minded and accepting of others point of view
"Personal life, including religion and race","I don't claim a political party but as of late i have noticed that there has been a want and or need to understand the poor,incarcerated,and others that have been held back.The problem over seas,removal of GOD from everything and how some politicians are really trying to.keep the moral in america intact while others just want to claim an office"
Need for change in system,"I no longer believe in the judicial system, especially Arkansas. I don't believe in the sentencing guidelines, nor the correctional system in Arkansas. I feel all states should be equal in their sentencing and politically no one looks into Arkansas and their outdated laws and mandates."
More interested,Yes ...there is so many smart and intelligent prisoners that would like a chance to vote or even give an opinion to any political questions
Education and more info,I've been able to gain more knowledge about politics and the illusion that the votes of the citizens off this country count. Votes don't mean anything.
"Personal life, including religion and race",Because i belive that i should not.be locked up.for.some.petty.ass bs
Education and more info,"Yes, i think it would change anyone view "
More interested,Vote
Need for change in system,"Yes because i feel as if ive been fucked on my case , i made one wrong choice now i will suffer for it for the rest of my life. Not right at all."
Education and more info,Yes its changed i've never really mentioned them before
I don't know or I don't feel talking about it,I dont know.
Education and more info,I have gathered/learned more info. concerning surrounding issues.With more info.you can reach a better understanding.
Education and more info,I was never into politics on the streets but while in prison i have been trying to better myself as much as i can and being informed with politics just came natrual with trying to better myself and be smarter .
Education and more info,"My views before this concrete kasket you call a cell, were misguided, adolescent, sophmoric at best, but being locked in this cell for 23-24 hours a day for about 12 years straight has opened my eyes, heart, and mind to many things, thus the formulation of my political beliefs as the are today."
Views on political parties,"I used to be totally Democratic in my thinking, but after three decades, plus of incarceration, my views are more down the middle. I like some Republican views, but not all."
Views on politicians,Nehru's
Experience related to prison or justice system,The way inmates are treated
Education and more info,I study More history
Views on politics,Yes
More interested,"Yes,I think its unfair for inmates who are incarcerated who are citizans of the USA,DONT GET TO VOTE,I feel strongly that no matter what are charges if weve done are time and are changing are ways,I feel we should get to vote because it could make a difference.we have a voice,are charges dont define us"
Less interested or less belief in system,Goverment number one gangsters
More interested,It's made me awhere of my way of thinking
Views on political parties,"     I was more inclined to think more like a Republican, now I am more in the middle leaning to the left."
Less interested or less belief in system,I mostly dont really care so much anymore my opinion on the subject dosent matter since i cant vote.
I don't know or I don't feel talking about it,This would take me way to long to answer I dont feel like typing my answer come talk to me
Need for change in system,I definately have lost all respect for the system in regards to reform an rehabilitation. So much money is set aside for programs an education so people don't have to continue on in this vicious cycle.
Education and more info,Things and suroundings change your views
Views on politics,[Yes] I was once anti-marijuana but I am not pro-pot.
Need for change in system,Peace
Views on politicians,[Yes] I have seen first-hand how some of the views of elected officials are unrealistic & sometimes even bias. To truly change our country for the best we need our politicians to get real-life feedback and help from people living in the situations they want changed.
Education and more info,"[Yes] Time has made me more optimistic and open to new ideas, people rights and freedoms"
Education and more info,Redder
More interested,"I am more interested in politics now, and more informed of different parties views."
Need for change in system,"Yes because i feel as if ive been fucked on my case , i made one wrong choice now i will suffer for it for the rest of my life. Not right at all."
"Personal life, including religion and race",Am a better man
More interested,Before i was incarcerated i was apathetic towards the needs of others and my own needs. That has fortunately changed and ive become aware of the history of the issues facing the american people today
Views on political parties,I identify more with Republicans now
Education and more info,[Yes] First I didn't understand the different branches. I still barely understand the constitution and how it applies to goveronment.
More interested,I didnt know how much politics dealt with incarceration till incarcerated and it makes me want to beable to help change some of the guidelines by being a vote
Need for change in system,I had respect for the jail system rule but now they lost my respect do to the way they mislead us and the amount of time they keep us here is put of control is like they make up law as they go and abuse them them and not follow them and hang us if we do like it.
More interested,"ONE OF THE GREATEST THREATS IN PRISONS ARE THE INDIVIDUALS THAT PREY ON THE WEAKER INDIVIDUALS. THEY DO SO BY EMPLOYING SEVERAL MANIPULATIVE TACTICS. I HAVE OBSERVED THAT THE SAME PERTAINS TO POLITICS AS WELL. THE """"PEOPLE'S VOTE"""" IS A CRUCIAL PART TO THE POLITICAL SYSTEM BECAUSE IT IS OUR VOTE THAT DETERMINES WHO WILL TAKE OFFICIAL POSITIONS AND, LIKE IN PRISON, ONE MUST LEARN TO LOOK PAST ALL THE GRANDEUR AND SPLENDOR IN ORDER TO DISCOVER THE TRUE INTENTIONS OF OTHER PEOPLE AND TEST THE VERACITY OF THOSE WORDS. WITH THAT BEING SAID, OUR GREATEST DOWNFALL IS GREED AND WHEN WE """"DISCOVER"""" THE BENEFITS OF CERTAIN TITLES AND/OR POSITIONS THEN WE SUFFER THE VULNERABILITY OF CORRUPTION. NOW, WHEN YOU COMBINE BOTH GREED AND POLITICS ONE CAN DISCOVER WHAT REALLY DRIVES THESE INDIVIDUALS IN POSITION. THIS IS WHY I FEEL THAT IT IS CRITICAL THAT WE START PAYING ATTENTION TO WHAT IS REALLY BEING SAID BY POTENTIAL CANDIDATES AND LEADERS SO THAT WE CAN MAKE MORE RATIONAL DECISIONS INSTEAD OF BASING MOST OF OUR DECISIONS OF"
Not changed,[No]
"Personal life, including religion and race",A todos los q hacen dano
Education and more info,"As we become more informed, hopefully we evolve; as does our views."
Experience related to prison or justice system,Treatment towrds inmates from deputys
Education and more info,"I am less of a """"traditionalist"""" and more versed in civil, criminal, and constitutional law. I've been doing more studying and reading, thus, have grown more informed."
I don't know or I don't feel talking about it,I dont know the answer
More interested,"Yes,we are a US citizen of our country.We regardles of mistakes and bad choices,our vote and voice should matter."
I don't know or I don't feel talking about it,Hokey aset to
More interested,Everyone has diffrent oppinions
"Personal life, including religion and race",The world is evil
More interested,"I never really used to care about what the government did, because I didn't think that it never really pertained to me, but as I choose to grow in prison, I changed my perception on the subject due to seeing that I am partically involved in this country, so I.mow choose to pay attention on how this country is being ran."
More interested,"Before,i didn't care about politics,but i care now especially when it comes to the way our president tends to answer things on our behalf."
Education and more info,The was is the
Education and more info,[Yes] I have the time to listen and conduct a personal analysis of what's real and what's not
More interested,Im more aware of the politics
Experience related to prison or justice system,Yes because its given.me the ability to see how things opperate from the inside.and.how the tax payers are lied to to gain votes that wouldnt be the same if the people werent being manipulated with propaganda that is being fed to them and therefore causing them to make decisions and allow things that otherwise they wouldnt.
Education and more info,Cause i had time to sit and really listen to what they have to say and how they actions effect us in prison... .
Need for change in system,My views are strong towards criminal justice reform and democracy
Education and more info,They have changed a great deal as i have taken the time to pay attention to the fear that our people have had instilled upon them over the last fifty years due to the addiction rate in our society. This has taken control of our social structure.
"Personal life, including religion and race",I always new and felt that no matter what I did I will be looked at like an outsider and a undesirable.
More interested,I wish that I could have a voice.
I don't know or I don't feel talking about it,I cant at this time
Experience related to prison or justice system,"I guess i see how offenders have trouble changing in this enviroment and prison doesnt work, times are changing and so should the penaltys of crimes."
Need for change in system,Ive realized that the courts and jails are messed and they do what they do for profit
More interested,My political views have i would say have grown instead of changed. You see on the streets i was too busy to read a news paper or watch the news so i was not as aware as i am now of what is happening in our world.
"Personal life, including religion and race",Love
More interested,"I feel that if everyone had the right to an oppinion (vote), the prison/county jails would not be as full and more people from the prison/jail system would want to vote."
More interested,If more people had a voice maybe there would be changes to benefit the incarcerated
Experience related to prison or justice system,Treatment towrds inmates from deputys
Views on politicians,I realy see who is running this county and how. Fake news affects the out come.
Views on politics,[Yes]
Views on politics,Yes
Views on politicians,I support politicians who truly want to help inmates
Not changed,No
Views on politics,Yes
Need for change in system,"I see now how bad the crim justice system is, and also how many people are in here for meth related crimes
"
Education and more info,The fact of incarceration has not changed my reasons but rather facts i have learned since
Views on politics,Too many social programs giving no incentive to work
Views on politics,I had no views prior to incarceration; now I believe in certain core beliefs of left & right wings
Not changed,[No]
More interested,"I really never paid much attention to politics and I am ex military so pretty much I always thought that the democrats were always antimilitary and only the republicans ever did anything good for our troops. Now that I actually pay attention to politics I see both sides have good views and bad views, well they use to until lately when the democrats started to try and change the US into a socialist government."
Not changed,No
Not changed,[No]
More interested,"I can't vote, it doesn't pertain to a right I don't have."
Education and more info,Yes because my eyes are opened
Views on politics,Murder to thos who think wrong obout the goverment....in gods words of speaking...
Not changed,No comments
More interested,"I never use to care, i figured things are the way they are and i have no say in the matter. I've learned that this statement is false, I live in a country were The People rule and that Voting is a very powerful tool that can be used to change some wrong things that have been going on. The majority of the incarcerated population are minorities. (people of color)... Who knows what would happen, if a whole lot of poor, uneducated incarcerated people started to have hope for a better future and started voting."
Experience related to prison or justice system,Being incarcerated encourages me to become more political aware
Views on politics,I hate politics
Experience related to prison or justice system,After seeing how ks treats crimes their own officals committ .ther e is always a cover up they investigate state how we fired them all when the heat is on but once dies down sameones come back after officals leave some even come back permoted to make up for their time off. They just did that here in lansing ks and edcf and hcf.
More interested,I thinking voting for felons is a big thing. It allows the system to recongition we to have rights and need to be heard. We experience more then what the average person does who hasnt been incarcerated. Knowledge is power. Experience incarcerated is change.
Education and more info,Well yes i used to think donald trump was a good president. Now after reading the newspaper i think he has misused the office and should be impeached
Views on political parties,"The way the Democratic party is, is the very reason why I would vote Republican!"
Need for change in system,"Yes they have immensely!!  I'm ashamed and embarrassed with our Justice System!!  From the police department to the public defender's office, it's downright pathetic the unprofessional conduct and disregard for the people's constitutional and human rights!!!!   It's become a horrible joke that's no where close to humorous!!!"
Views on politicians,The impeaching of Donald Trump!
Views on political parties,Republicans dont want prison reform but they make you think that they do
Education and more info,Because you never know what will happen
Education and more info,I want to.keep up with laws and knowing my rights. We never study this until we get locked.up
Views on politics,TRUE
Education and more info,"[Yes] I used to associate myself as democrat. After reading and researching both major parties, I do not concur with the democrats history or principles."
More interested,Because i have a hard time understanding how being in prison makes you less of a citizen and unable to vote like any other citizen who is not in prison.we are less of a person because we made some mistakes
Experience related to prison or justice system,Because i am incarcerated for a crime that im actually 100% innocent of i have become interested in finding out who will hold the corrupt goverment officials who wrongfully convicted me responsible and who will oversee these people who think that they are above the constitutional laws that are suppose to protect poor people like me who can prove without a shadow of doubt that i was railroaded by the dirty tricks of the prosecution who knowingly used false evidence to obtain a conviction turning our judicial system into a climate of corruption.
Education and more info,Science
"Personal life, including religion and race",I won't to do better in my life for my kid's and family
More interested,I wont to voice the oppertunetiy for the programs avilble
Experience related to prison or justice system,Ive seen that the system has targeted certant individuals and i would like to vote against certant political members.
Not changed,Not
"Personal life, including religion and race",God' sovenity and his kingdom will come.
More interested,I never paid attention befire.
Need for change in system,I dont feel being incarcerated has rights. They try to break our will and say were in jail.. like everyone knows were on our own and helpless.. they treat us like the amimal shelter and we hurt too
"Personal life, including religion and race",Social
I don't know or I don't feel talking about it,Jjhiggghkh kjl on looking ferry gun
Views on politicians,I really dont care for our presedent now very racail and hates gays
More interested,"Yes they have or should I say that now I pay more attention,in the past I didnt really care about politics but now I know that things are starting to go in a better direction with border security and mainly and to deport all gang members that are here illegally, and believe me there is a whole lot of them in prisons all over the U.S."
Views on politics,Politics are worried about them and the money they can raise for there campain
Views on politicians,I want to be careful on who i vote for because some political candidates wont favor me just because of my class of wealth and race
Experience related to prison or justice system,because i think they are trying to help people that are in prison more now then before when i was in the last time
Views on political parties,"Yes, use to believe in the Democrats but not now. They are very much interested in themselves verses the country"
"Personal life, including religion and race","It looks like I am to join one race while incarcerated, thats the political views of others not myself persay."
Less interested or less belief in system,I dont vote
I don't know or I don't feel talking about it,Don't know
Views on politicians,Yes because of the ways the President does things that are no good for Hispanic people
I don't know or I don't feel talking about it,Nasty ducks erictiob.with prejusts
More interested,Want to help make change
I don't know or I don't feel talking about it,Hokey aset to
"Personal life, including religion and race",Things needed to change in my life
More interested,It makes me want to vote more
More interested,"[Yes] I'll just say this... since my incarceration, I've learned to be more attenative when it comes to politics."
Education and more info,I've had a lot of time to sit down watch the news and get a better understanding of what's happening in the world
More interested,I am less judgemental and more aware of reality vs. entertainment.
More interested,I am a felon now i can not vote
Views on politics,I'm now antidisestablishmentarianism.
Education and more info,Incarceration did not change my views. What i have learned while incarcerated has changed my views. I now have a much more informed perspective from which to opine.
Need for change in system,Because we shouldnt be charged with double jeopardy cases which were taken care of 6 years ago just because this county needs to pay for their jail and courthouse. It is illegal and unconstitutional and now my civil attorney will have to teach this county that lesson. I currently have people contacting media and posting all of this on social media for support
Views on politics,They have because i have a view of wanting someone who has respect and common curtisy for themselves and others rather thta has has.money power or fear
I don't know or I don't feel talking about it,Re
Experience related to prison or justice system,[Yes] Because of the conditions in which we are made to live under this has changed my view of politics all together
Need for change in system,I want to vote for the candidates that Will provide the most rehabilitative programs for addicts prisoners mentally I'll etc.
More interested,I honestly was adicted to drugs right out of high school so i didnt care about politics but now im starting to see how messed up our system is
Need for change in system,"People being incarserated for one. People with the crimes of rape, child molestation, and murder get less crimes then people with drug charges. There isn't enough rehabilitation out there people such as Judges, DA, and even higher in rank are just quick to throw away the key rather then help. We put all this money into just locking people away instead of trying to invest in making them better. The money waisted on inmates that could have been given a chance to find help rather be thrown away first chance could have been put on our childrens educations, creating environments to take kids off the streets and teach them other things outside drug dealing and street husseling. We waist so much money yet none of it helps our yoitb the next generation become better then we ourselves have became."
Not changed,No
Views on politicians,Because of trump
Education and more info,News
Views on politics,[No] Goverment is needed but wrongly misinterpreted yet somewhat affected by overall in the right direction. The right smart & honest people in the right positions will help lead the world in the right direction.
"Personal life, including religion and race",I mean all the way around..im just a much better man thats all..i have kids to take of of..just time.to man up
Education and more info,I've learned more about it then I've known before.... I wasn't really into it then like I am now...
More interested,"Yes because i pay more attention to politics, and i believe every vote should count if you are a citizen of the united states."
Not changed,[No]
Not changed,N/a
Views on politics,Fuck yes
More interested,[Yes] Before coming to prison I didn't have a political view. after being incarcerated my eyes were opened to the injustices on us that made to pay attention to have a view.
Views on political parties,"Many killings have been happening, including familys with little kids and babys. Its not ok, i say. Democrats and repoblicans should not be focused on what the president did or did not do. Elswere, to pay attention on ower poeple and the things thats going on around. Goverment has the eye in the sky, why not use it correctly."
Need for change in system,"[Yes] I am in state prison for essentially ""lying on my resume"" 5yrs + 20yrs of probation on a FIRST OFFENSE OF ANY KIND! 24 yrs in the Army meant NOTHING!"
Views on politics,Redder
I don't know or I don't feel talking about it,Tfuidvfxf. fhn fd u .b dg g dg. dn fg hhsfs ygjdd d dnjt. f hgf
Views on politicians,Ye they have not all politicail people are agains the incacrated but most are
I don't know or I don't feel talking about it,I rsther keep to myself